title,date_added,release_year,rating,duration,listed_in,Service,ContentType,Thriller,Cooking & Food,Music,Mystery,Sports,Black Stories,Latino,Superhero,Survival,Fantasy,Movies,Medical,Variety,Police/Cop,Western,Series,Suspense,Special Interest,Entertainment,TV Shows,TV Mysteries,Independent Movies,Thrillers,TV Thrillers,TV Sci-Fi & Fantasy,Sports Movies,Animate,sitcom,international,history,romance,news,health,classic,reality,comedy,drama,crime,horror,Science,Under18,Docs,lifestyle,ArtAndMusic,GameShow
Teacher's Pet,"November 12, 2019",2004,PG,75 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Teen Beach 2,"November 12, 2019",2015,TV-G,106 min,"Fantasy, Musical",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Teen Beach Movie,"November 12, 2019",2013,TV-G,97 min,"Coming of Age, Fantasy, Musical",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Teen Spirit,"November 12, 2019",2011,TV-14,82 min,"Buddy, Comedy, Coming of Age",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
That Darn Cat,"November 12, 2019",1997,PG,90 min,"Animals & Nature, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
That Darn Cat!,"November 12, 2019",1965,G,116 min,"Animals & Nature, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
The Absent-Minded Professor,"November 12, 2019",1961,G,96 min,"Comedy, Family, Science Fiction",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
The Adventures of André & Wally B.,"November 12, 2019",1984,TV-G,2 min,"Animation, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Adventures of Bullwhip Griffin,"November 12, 2019",1967,TV-PG,111 min,"Action-Adventure, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Adventures of Huck Finn,"November 12, 2019",1993,PG,108 min,"Action-Adventure, Coming of Age, Drama",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Adventures of Ichabod and Mr. Toad,"November 12, 2019",1949,G,69 min,"Action-Adventure, Animation, Anthology",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Adventures of Spin and Marty,"November 12, 2019",1955,TV-G,1 Season,"Buddy, Coming of Age, Family",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The African Lion,"November 12, 2019",1955,G,72 min,"Animals & Nature, Documentary, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Apple Dumpling Gang,"November 12, 2019",1975,G,100 min,"Comedy, Family, Western",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Apple Dumpling Gang Rides Again,"November 12, 2019",1979,G,89 min,"Comedy, Family, Western",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Aristocats,"November 12, 2019",1970,G,81 min,"Action-Adventure, Animation, Comedy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Art of Skiing,"November 12, 2019",1941,TV-G,8 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Avengers: Earth's Mightiest Heroes,"November 12, 2019",2010,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Avengers: United They Stand,"November 12, 2019",1999,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Band Concert,"November 12, 2019",1935,TV-Y7,10 min,"Animation, Family, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Bears and I,"November 12, 2019",1974,TV-PG,83 min,"Animals & Nature, Drama, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
The Big Bad Wolf,"November 12, 2019",1934,TV-Y7,9 min,"Animation, Family, Musical",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Biscuit Eater,"November 12, 2019",1972,G,93 min,"Animals & Nature, Drama, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
The Black Cauldron,"November 12, 2019",1985,PG,82 min,"Action-Adventure, Animation, Coming of Age",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Black Hole,"November 12, 2019",1979,PG,98 min,"Action-Adventure, Science Fiction, Thriller",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Blue Umbrella,"November 12, 2019",2013,G,7 min,"Animation, Family, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Book of Once Upon a Time,"November 12, 2019",2014,TV-Y,4 Seasons,"Animation, Anthology, Kids",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Book of Pooh,"November 12, 2019",2000,TV-Y,2 Seasons,"Comedy, Kids",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Brave Little Toaster Goes to Mars,"November 12, 2019",1998,TV-G,73 min,"Action-Adventure, Animation, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Castaway Cowboy,"November 12, 2019",1974,G,91 min,"Action-Adventure, Family, Western",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Cheetah Girls,"November 12, 2019",2003,TV-G,94 min,"Coming of Age, Drama, Music",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Cheetah Girls 2,"November 12, 2019",2006,TV-G,98 min,"Coming of Age, Drama, Music",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Cheetah Girls: One World,"November 12, 2019",2008,TV-G,85 min,"Comedy, Coming of Age, Music",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Christmas Star,"November 12, 2019",1986,TV-G,94 min,"Crime, Drama, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
The Chronicles of Narnia: Prince Caspian,"November 12, 2019",2008,PG,154 min,"Action-Adventure, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","November 12, 2019",2005,PG,147 min,"Action-Adventure, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Color of Friendship,"November 12, 2019",2000,TV-G,83 min,"Biographical, Drama",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Computer Wore Tennis Shoes,"November 12, 2019",1969,G,90 min,"Comedy, Crime, Science Fiction",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
The Country Bears,"November 12, 2019",2002,G,91 min,"Comedy, Music",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Emperor's New Groove,"November 12, 2019",2000,G,82 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Even Stevens Movie,"November 12, 2019",2003,TV-G,94 min,"Action-Adventure, Comedy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Flood,"November 12, 2019",2018,TV-PG,93 min,"Animals & Nature, Documentary",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Fox and the Hound,"November 12, 2019",1981,G,85 min,"Action-Adventure, Animation, Buddy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Fox and the Hound 2,"November 12, 2019",2006,G,73 min,"Action-Adventure, Animation, Buddy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Game Plan,"November 12, 2019",2007,PG,112 min,"Comedy, Family, Sports",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Ghosts of Buxley Hall,"November 12, 2019",1980,TV-PG,93 min,"Comedy, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
The Goddess of Spring,"November 12, 2019",1934,TV-Y7,10 min,"Animation, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Golden Touch,"November 12, 2019",1935,TV-Y7,11 min,"Animation, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Good Dinosaur,"November 12, 2019",2015,PG,94 min,"Action-Adventure, Animation, Buddy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Muppet Caper,"November 12, 2019",1981,G,98 min,"Comedy, Crime, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
The Greatest Game Ever Played,"November 12, 2019",2005,PG,122 min,"Biographical, Sports",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,"November 12, 2019",2003,PG,89 min,"Comedy, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
The Hockey Champ,"November 12, 2019",1939,TV-G,9 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Hunchback of Notre Dame,"November 12, 2019",1996,G,96 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hunchback of Notre Dame II,"November 12, 2019",2002,G,69 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Imagineering Story,"November 12, 2019",2019,TV-PG,1 Season,"Docuseries, Historical",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Incredible Journey,"November 12, 2019",1963,G,80 min,"Action-Adventure, Animals & Nature, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Incredibles,"November 12, 2019",2004,PG,116 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Journey of Natty Gann,"November 12, 2019",1985,PG,101 min,"Action-Adventure, Coming of Age, Drama",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Jungle Book 2,"November 12, 2019",2003,G,77 min,"Action-Adventure, Animation, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Jungle Book: Mowgli's Story,"November 12, 2019",1998,G,77 min,"Action-Adventure, Coming of Age, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Legend of Mor'du,"November 12, 2019",2012,TV-G,8 min,"Animation, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Lion King 1 1/2,"November 12, 2019",2004,G,80 min,"Action-Adventure, Animation, Comedy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Lion King 2: Simba's Pride,"November 12, 2019",1998,G,84 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Little Mermaid,"November 12, 2019",1989,G,86 min,"Animation, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Little Mermaid II:  Return to the Sea,"November 12, 2019",2000,G,77 min,"Animation, Drama, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
The Little Mermaid:  Ariel's Beginning,"November 12, 2019",2008,G,79 min,"Animation, Drama, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Little Whirlwind,"November 12, 2019",1941,TV-Y7,9 min,"Animation, Family, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Living Desert,"November 12, 2019",1953,G,69 min,"Animals & Nature, Documentary, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Lizzie McGuire Movie,"November 12, 2019",2003,PG,95 min,"Comedy, Coming of Age, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Lost Tomb of Alexander the Great,"November 12, 2019",2019,TV-PG,44 min,"Documentary, Historical",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Love Bug (1969),"November 12, 2019",1969,G,108 min,"Action-Adventure, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Many Adventures of Winnie the Pooh,"November 12, 2019",1977,TV-Y,75 min,"Animation, Kids, Musical",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Million Dollar Duck,"November 12, 2019",1971,G,93 min,"Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Mistle-Tones,"November 12, 2019",2012,TV-PG,87 min,"Drama, Music",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Muppet Christmas Carol,"November 12, 2019",1992,G,87 min,"Comedy, Drama, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
The Muppet Movie,"November 12, 2019",1979,G,95 min,"Action-Adventure, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Muppets,"November 12, 2019",2011,PG,108 min,"Comedy, Family, Kids",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Muppets (Series),"November 12, 2019",2015,TV-PG,1 Season,Comedy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The New Adventures of Winnie the Pooh,"November 12, 2019",1988,TV-Y,4 Seasons,"Animation, Kids",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Old Mill,"November 12, 2019",1937,TV-Y7,9 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Olympic Champ,"November 12, 2019",1942,TV-G,7 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Parent Trap,"November 12, 2019",1998,PG,129 min,"Comedy, Family, Romance",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Parent Trap (1961),"November 12, 2019",1961,G,129 min,"Comedy, Family, Romance",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Pied Piper,"November 12, 2019",1933,TV-G,8 min,"Animation, Family, Musical",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Plausible Impossible (Disneyland: 1954-58),"November 12, 2019",1956,TV-PG,52 min,"Documentary, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Poof Point,"November 12, 2019",2001,TV-G,80 min,"Comedy, Coming of Age, Science Fiction",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
The Prince and the Pauper,"November 12, 2019",1962,G,94 min,"Action-Adventure, Coming of Age, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Princess and the Frog,"November 12, 2019",2009,G,99 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Princess Diaries,"November 12, 2019",2001,G,116 min,"Comedy, Coming of Age, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Princess Diaries 2: Royal Engagement,"November 12, 2019",2004,G,114 min,"Comedy, Family, Romance",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Proud Family Movie,"November 12, 2019",2005,TV-G,95 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Reluctant Dragon,"November 12, 2019",1941,G,74 min,"Animation, Comedy, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Replacements,"November 12, 2019",2006,TV-G,1 Season,"Animation, Comedy, Family",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Rescuers,"November 12, 2019",1977,G,78 min,"Action-Adventure, Animation, Comedy",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Rescuers Down Under,"November 12, 2019",1990,G,78 min,"Action-Adventure, Animation, Family",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Rookie,"November 12, 2019",2002,G,129 min,"Biographical, Family, Sports",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Santa Clause,"November 12, 2019",1994,PG,98 min,"Comedy, Family, Fantasy",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
